1|1|4.0|964982703
1|260|5.0|964981680
1|1196|5.0|964981827
1|1210|5.0|964980499
1|2116|5.0|964982876
1|2628|4.0|964980523
7|1|4.5|1106635946
7|260|5.0|1106635933
7|1196|4.0|1106635996
7|1210|4.0|1106635965
7|2628|1.5|1106712553
7|3114|4.5|1106635500
7|4993|4.5|1106636589
7|5378|1.0|1106635735
7|5952|4.5|1106636527
7|7153|4.0|1106636520
7|33493|1.0|1121041079
10|4993|4.0|1455356385
10|5952|4.0|1455356588
10|7153|4.0|1455356347
10|72998|2.5|1455356351
15|1|2.5|1510577970
15|260|5.0|1510571946
15|1196|5.0|1510572645
15|1210|5.0|1510572653
15|4993|3.5|1510571754
15|5952|3.5|1510571759
15|33493|5.0|1510572900
15|72998|3.0|1510572052
15|122886|5.0|1510572679
15|166528|5.0|1510572789
16|260|3.0|1377476936
16|1196|3.0|1377476993
16|4993|3.5|1377477289
16|5952|3.5|1377477424
16|7153|3.5|1377477293
16|78499|4.5|1377477830
17|1|4.5|1305696483
17|260|5.0|1305696468
17|1196|5.0|1305696635
17|1210|5.0|1305696490
17|4993|4.5|1305696817
17|5952|5.0|1305696823
17|7153|4.5|1305696820
17|78499|4.0|1305696624
18|1|3.5|1455209816
18|260|4.0|1455049368
18|1196|4.0|1455209805
18|1210|4.5|1455209798
18|4993|4.5|1455209675
18|5952|3.5|1455209677
18|7153|4.5|1455049801
18|72998|4.0|1455749238
18|78499|4.0|1456744760
18|122886|4.0|1466366745
19|1|4.0|965705637
19|260|4.0|965704248
19|1196|4.0|965703555
19|1210|3.0|965709445
19|2628|3.0|965703756
19|3114|2.0|965705725
20|2116|2.5|1054038315
20|3114|5.0|1054038084
20|4993|5.0|1054037162
20|5378|4.0|1054147227
20|5952|5.0|1054037144
21|1|3.5|1407618878
21|260|4.5|1417378080
21|1196|4.5|1403460820
21|1210|4.5|1417378078
21|2628|4.0|1418063222
21|3114|3.5|1419795374
21|4993|1.5|1419025153
21|5378|4.0|1403459855
21|5952|2.0|1419025155
21|7153|1.5|1419025150
21|33493|4.5|1417378092
21|72998|4.0|1418847046
21|78499|4.0|1412968153
21|122886|4.0|1452051525
25|260|5.0|1535470429
25|4993|5.0|1535470421
25|5952|5.0|1535470419
25|7153|5.0|1535470418
27|1|3.0|962685262
27|260|4.0|962686637
27|1196|4.0|962686386
27|1210|4.0|962684909
27|2628|5.0|965151428
27|3114|4.0|962685262
28|260|4.0|1234338579
28|1196|4.0|1234338139
28|1210|4.0|1234515113
28|2628|4.0|1234516355
28|4993|3.0|1234338192
28|5378|4.0|1234516357
28|5952|3.5|1234338346
28|7153|3.5|1234338343
28|33493|4.0|1234515711
28|72998|5.0|1277001853
30|260|5.0|1500370339
30|1196|5.0|1500370341
30|1210|5.0|1500370347
30|4993|5.0|1500370423
30|5952|5.0|1500370399
30|7153|5.0|1500370349
42|260|5.0|996261559
42|1196|3.0|996215831
42|1210|5.0|996258118
42|2628|3.0|996220790
45|1|4.0|951170182
45|260|5.0|950726388
45|1196|5.0|950726388
45|1210|5.0|950726673
45|2628|4.0|950740549
45|3114|5.0|950727914
45|4993|5.0|1034343730
45|5378|5.0|1023301451
45|33493|5.0|1121724157
50|1|3.0|1514238116
50|3114|3.0|1514238183
50|72998|2.0|1514891142
50|78499|2.0|1514238650
52|260|4.0|1468051102
52|1196|4.0|1468051103
52|1210|5.0|1468051109
52|7153|5.0|1468051114
52|72998|4.5|1468051610
52|122886|5.0|1468051179
57|1|5.0|965796031
57|260|5.0|965798203
57|1196|4.0|965798130
57|1210|4.0|965798130
57|2628|3.0|965798332
57|3114|4.0|965796004
62|260|4.5|1521488893
62|1196|4.5|1521488711
62|1210|4.5|1521488714
62|2628|4.5|1521822355
62|3114|3.0|1525636897
62|4993|5.0|1521488587
62|5378|4.5|1521490261
62|5952|5.0|1521488589
62|7153|5.0|1521488588
62|33493|4.5|1521490052
62|72998|4.0|1521488927
62|122886|4.0|1521488723
62|166528|4.5|1521489964
62|179819|3.5|1523048605
63|1|5.0|1443199669
63|260|5.0|1443199688
63|1196|5.0|1443199754
63|1210|4.5|1443199768
63|4993|4.0|1443199786
63|5378|2.5|1443200590
63|5952|3.5|1443200469
63|7153|4.0|1443199780
63|78499|4.0|1443200970
64|1|4.0|1161520134
64|260|3.5|1161520007
64|1196|3.5|1161520897
64|1210|3.5|1161520048
64|3114|4.0|1161520511
64|4993|4.5|1161519956
64|5952|4.5|1161519958
64|7153|4.5|1161519718
66|1|4.0|1104643957
66|260|2.5|1093747550
66|1196|4.0|1093747539
66|1210|3.0|1093747693
66|2628|3.0|1113190079
66|4993|5.0|1093747405
66|5952|5.0|1093747320
66|7153|5.0|1093747306
68|1|2.5|1158531426
68|260|5.0|1158531191
68|1196|5.0|1158531361
68|1210|5.0|1158531261
68|2628|3.0|1158531291
68|3114|3.0|1271544523
68|4993|4.5|1158531063
68|5378|3.0|1158531696
68|5952|4.0|1158531245
68|7153|4.5|1158531337
68|33493|3.0|1158531156
68|72998|5.0|1261622471
68|78499|3.5|1305861268
68|122886|4.5|1526947547
68|166528|4.5|1526947652
69|260|5.0|1021643144
69|1196|5.0|1021643068
69|1210|5.0|1021642769
69|2628|4.0|1021645687
73|1|4.5|1464196374
73|260|2.0|1464196535
73|72998|3.5|1464197071
73|78499|5.0|1464196177
75|260|5.0|1158989756
75|1196|4.5|1158990239
75|2628|1.0|1158967457
75|4993|5.0|1158967649
75|5952|4.0|1158982929
75|7153|4.0|1158967110
75|33493|1.0|1158967510
76|1|1.0|1439165548
76|260|4.0|1439165601
76|1196|4.0|1439168691
76|2628|2.0|1439168151
76|5952|3.0|1439168386
76|7153|3.0|1439168389
76|33493|4.5|1439165731
77|260|5.0|1535107459
77|1196|5.0|1535107474
77|1210|5.0|1535107480
77|4993|5.0|1535107512
77|5378|5.0|1535107567
77|5952|5.0|1535107482
77|7153|5.0|1535107481
82|1|2.5|1084467729
82|260|3.5|1084463958
82|1196|4.0|1084464979
82|1210|4.0|1084464985
82|2628|3.5|1084467885
82|4993|4.0|1084468296
82|7153|4.0|1084465038
83|4993|4.0|1332840088
83|5952|3.5|1333843452
83|7153|4.5|1332840094
83|72998|4.5|1333170644
86|1|4.0|1344082549
86|260|4.5|1344082545
86|1196|4.0|1344083118
86|1210|4.0|1344083030
86|2628|3.5|1344082805
86|4993|4.0|1344082794
86|5952|4.0|1344082673
86|7153|4.0|1344082577
91|1|4.0|1112713037
91|260|4.5|1112712846
91|1196|4.5|1112711436
91|1210|4.0|1112711157
91|2628|4.0|1112713335
91|3114|4.0|1112713040
91|4993|4.5|1112711439
91|5378|4.0|1112712379
91|5952|4.0|1112713695
91|7153|4.5|1112711441
95|260|5.0|1043340455
95|1196|5.0|1043340018
95|1210|4.5|1105400853
95|5378|4.0|1043339476
95|5952|4.5|1069614400
96|1|5.0|964772990
96|260|5.0|964772681
96|1210|5.0|964772712
96|2628|2.0|964773686
98|1|4.5|1532457849
98|3114|4.5|1532457852
98|7153|1.5|1532457777
98|179819|3.0|1532457961
103|1|4.0|1431954238
103|260|4.0|1431954922
